Month,DayOfYear,City Name,Variety,Package,Price
10,282,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,282,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,289,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,289,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,296,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,296,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,303,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,303,BOSTON,MINIATURE,1/2 bushel cartons,33.0
11,310,BOSTON,MINIATURE,1/2 bushel cartons,33.0
11,310,BOSTON,MINIATURE,1/2 bushel cartons,33.0
9,268,BOSTON,MINIATURE,1/2 bushel cartons,33.0
9,268,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,275,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,275,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,282,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,282,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,289,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,289,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,296,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,296,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,303,BOSTON,MINIATURE,1/2 bushel cartons,33.0
10,303,BOSTON,MINIATURE,1/2 bushel cartons,33.0
11,310,BOSTON,MINIATURE,1/2 bushel cartons,33.0
11,310,BOSTON,MINIATURE,1/2 bushel cartons,33.0
9,268,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
9,268,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
9,268,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,275,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,275,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,275,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,282,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,282,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,282,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,289,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,289,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,289,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.75
10,296,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,296,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,296,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,303,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,303,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,303,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,310,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,310,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,310,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,317,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,317,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,317,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,324,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,324,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,324,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,331,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,331,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
12,338,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
12,338,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
12,345,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
12,345,CHICAGO,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
8,238,CHICAGO,PIE TYPE,1 1/9 bushel cartons,18.0
9,245,CHICAGO,PIE TYPE,1 1/9 bushel cartons,18.0
9,245,CHICAGO,PIE TYPE,1 1/9 bushel cartons,16.2
9,252,CHICAGO,PIE TYPE,1 1/9 bushel cartons,18.0
9,252,CHICAGO,PIE TYPE,1 1/9 bushel cartons,16.2
9,259,CHICAGO,PIE TYPE,1 1/9 bushel cartons,17.099999999999998
9,259,CHICAGO,PIE TYPE,1 1/9 bushel cartons,16.2
9,266,CHICAGO,PIE TYPE,1 1/9 bushel cartons,17.099999999999998
9,266,CHICAGO,PIE TYPE,1 1/9 bushel cartons,16.2
9,273,CHICAGO,PIE TYPE,1 1/9 bushel cartons,17.099999999999998
9,273,CHICAGO,PIE TYPE,1 1/9 bushel cartons,16.2
10,282,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
10,289,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
10,296,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
10,303,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
11,310,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
11,317,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
11,324,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
11,331,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
12,338,CHICAGO,PIE TYPE,1 1/9 bushel cartons,20.25
9,259,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,259,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,259,CHICAGO,MINIATURE,1/2 bushel cartons,36.0
9,266,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,266,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,266,CHICAGO,MINIATURE,1/2 bushel cartons,36.0
9,273,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,273,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,273,CHICAGO,MINIATURE,1/2 bushel cartons,36.0
9,268,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
9,268,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
9,268,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
9,268,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
9,268,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,275,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,275,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,275,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,275,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,282,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,282,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,282,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,282,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,289,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,289,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,289,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,289,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
10,296,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,296,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,296,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,296,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,303,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,303,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,303,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
10,303,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,310,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,310,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,310,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,310,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,317,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,317,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,317,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
11,317,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,324,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,324,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,324,CHICAGO,MINIATURE,1/2 bushel cartons,34.0
11,324,CHICAGO,MINIATURE,1/2 bushel cartons,35.0
9,252,CHICAGO,MINIATURE,1/2 bushel cartons,38.0
9,259,CHICAGO,MINIATURE,1/2 bushel cartons,36.0
9,266,CHICAGO,MINIATURE,1/2 bushel cartons,36.0
9,273,CHICAGO,MINIATURE,1/2 bushel cartons,36.0
9,273,COLUMBIA,PIE TYPE,1 1/9 bushel cartons,18.0
9,268,COLUMBIA,PIE TYPE,bushel cartons,19.0
10,275,COLUMBIA,PIE TYPE,bushel cartons,19.0
10,282,COLUMBIA,PIE TYPE,bushel cartons,19.0
10,289,COLUMBIA,PIE TYPE,bushel cartons,19.0
10,296,COLUMBIA,PIE TYPE,bushel cartons,19.0
10,303,COLUMBIA,PIE TYPE,bushel cartons,19.0
11,310,COLUMBIA,PIE TYPE,bushel cartons,19.0
9,266,COLUMBIA,PIE TYPE,bushel cartons,20.0
9,268,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
9,268,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
9,268,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,275,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,275,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,275,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,282,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,282,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,282,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,289,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,289,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,289,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,296,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,296,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,296,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,303,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,303,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
10,303,COLUMBIA,MINIATURE,1/2 bushel cartons,36.0
9,245,COLUMBIA,MINIATURE,1/2 bushel cartons,34.0
9,245,COLUMBIA,MINIATURE,1/2 bushel cartons,34.0
9,245,COLUMBIA,MINIATURE,1/2 bushel cartons,34.0
9,252,COLUMBIA,MINIATURE,1/2 bushel cartons,34.0
9,252,COLUMBIA,MINIATURE,1/2 bushel cartons,34.0
9,252,COLUMBIA,MINIATURE,1/2 bushel cartons,34.0
9,259,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,259,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,259,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,266,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,266,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,266,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,273,COLUMBIA,MINIATURE,1/2 bushel cartons,42.0
9,273,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,273,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,273,COLUMBIA,MINIATURE,1/2 bushel cartons,30.0
9,268,COLUMBIA,MINIATURE,bushel cartons,28.0
9,268,COLUMBIA,MINIATURE,bushel cartons,28.0
10,275,COLUMBIA,MINIATURE,bushel cartons,30.0
10,275,COLUMBIA,MINIATURE,bushel cartons,28.0
10,275,COLUMBIA,MINIATURE,bushel cartons,28.0
10,282,COLUMBIA,MINIATURE,bushel cartons,30.0
10,282,COLUMBIA,MINIATURE,bushel cartons,28.0
10,282,COLUMBIA,MINIATURE,bushel cartons,28.0
10,289,COLUMBIA,MINIATURE,bushel cartons,30.0
10,289,COLUMBIA,MINIATURE,bushel cartons,28.0
10,289,COLUMBIA,MINIATURE,bushel cartons,28.0
10,296,COLUMBIA,MINIATURE,bushel cartons,30.0
10,296,COLUMBIA,MINIATURE,bushel cartons,28.0
10,296,COLUMBIA,MINIATURE,bushel cartons,28.0
10,303,COLUMBIA,MINIATURE,bushel cartons,30.0
10,303,COLUMBIA,MINIATURE,bushel cartons,28.0
10,303,COLUMBIA,MINIATURE,bushel cartons,28.0
9,268,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,275,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,282,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,289,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,296,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
10,303,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
11,310,NEW YORK,PIE TYPE,1 1/9 bushel cartons,15.299999999999999
9,252,NEW YORK,PIE TYPE,bushel cartons,19.0
9,259,NEW YORK,PIE TYPE,bushel cartons,19.0
9,266,NEW YORK,PIE TYPE,bushel cartons,19.0
9,273,NEW YORK,PIE TYPE,bushel cartons,19.0
9,268,NEW YORK,MINIATURE,1/2 bushel cartons,33.0
9,268,NEW YORK,MINIATURE,1/2 bushel cartons,40.0
10,275,NEW YORK,MINIATURE,1/2 bushel cartons,33.0
10,275,NEW YORK,MINIATURE,1/2 bushel cartons,40.0
10,282,NEW YORK,MINIATURE,1/2 bushel cartons,36.0
10,282,NEW YORK,MINIATURE,1/2 bushel cartons,40.0
10,289,NEW YORK,MINIATURE,1/2 bushel cartons,33.0
10,289,NEW YORK,MINIATURE,1/2 bushel cartons,38.0
10,296,NEW YORK,MINIATURE,1/2 bushel cartons,38.0
10,296,NEW YORK,MINIATURE,1/2 bushel cartons,33.0
10,303,NEW YORK,MINIATURE,1/2 bushel cartons,31.0
10,303,NEW YORK,MINIATURE,1/2 bushel cartons,36.0
11,310,NEW YORK,MINIATURE,1/2 bushel cartons,31.0
11,310,NEW YORK,MINIATURE,1/2 bushel cartons,36.0
10,282,NEW YORK,MINIATURE,1 1/9 bushel crates,16.2
10,282,NEW YORK,MINIATURE,1 1/9 bushel crates,16.2
9,252,NEW YORK,MINIATURE,1/2 bushel cartons,48.0
9,252,NEW YORK,MINIATURE,1/2 bushel cartons,36.0
9,259,NEW YORK,MINIATURE,1/2 bushel cartons,36.0
9,259,NEW YORK,MINIATURE,1/2 bushel cartons,48.0
9,266,NEW YORK,MINIATURE,1/2 bushel cartons,34.0
9,273,NEW YORK,MINIATURE,1/2 bushel cartons,34.0
9,252,NEW YORK,MINIATURE,bushel cartons,32.0
10,282,NEW YORK,MINIATURE,1 1/9 bushel crates,16.2
10,282,NEW YORK,MINIATURE,1 1/9 bushel crates,16.2
10,289,NEW YORK,MINIATURE,1 1/9 bushel crates,16.2
10,289,NEW YORK,MINIATURE,1 1/9 bushel crates,16.2
10,296,DETROIT,PIE TYPE,1 1/9 bushel cartons,10.799999999999999
10,303,DETROIT,PIE TYPE,1 1/9 bushel cartons,10.799999999999999
11,310,DETROIT,PIE TYPE,1 1/9 bushel cartons,10.799999999999999
9,252,DETROIT,PIE TYPE,1 1/9 bushel cartons,19.8
9,259,DETROIT,PIE TYPE,1 1/9 bushel cartons,18.0
9,259,DETROIT,PIE TYPE,1 1/9 bushel cartons,19.8
9,266,DETROIT,PIE TYPE,1 1/9 bushel cartons,15.75
9,273,DETROIT,PIE TYPE,1 1/9 bushel cartons,13.5
9,259,DETROIT,MIXED HEIRLOOM VARIETIES,1 1/9 bushel cartons,18.0
9,266,DETROIT,MIXED HEIRLOOM VARIETIES,1 1/9 bushel cartons,18.0
10,289,SAN FRANCISCO,PIE TYPE,bushel cartons,17.0
10,296,SAN FRANCISCO,PIE TYPE,bushel cartons,17.0
10,303,SAN FRANCISCO,PIE TYPE,bushel cartons,17.0
11,310,SAN FRANCISCO,PIE TYPE,bushel cartons,17.0
11,317,SAN FRANCISCO,PIE TYPE,bushel cartons,17.0
9,268,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,46.0
10,275,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,275,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,275,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,282,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,282,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,282,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,289,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,289,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,289,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,296,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,296,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,296,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,303,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,303,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,303,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
11,310,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
11,310,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
11,310,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
11,317,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
11,317,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,282,SAN FRANCISCO,MINIATURE,bushel baskets,36.5
10,289,SAN FRANCISCO,MINIATURE,bushel baskets,46.5
10,296,SAN FRANCISCO,MINIATURE,bushel baskets,46.5
10,296,SAN FRANCISCO,MINIATURE,bushel baskets,46.5
10,303,SAN FRANCISCO,MINIATURE,bushel baskets,46.5
11,310,SAN FRANCISCO,MINIATURE,bushel baskets,45.0
9,266,SAN FRANCISCO,MINIATURE,bushel baskets,48.0
9,266,SAN FRANCISCO,MINIATURE,bushel baskets,51.5
9,273,SAN FRANCISCO,MINIATURE,bushel baskets,47.0
9,273,SAN FRANCISCO,MINIATURE,bushel baskets,50.5
9,268,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,46.0
10,275,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,40.0
10,282,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,289,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,296,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,303,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
11,310,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
11,317,SAN FRANCISCO,MINIATURE,1/2 bushel cartons,42.0
10,289,PHILADELPHIA,PIE TYPE,1 1/9 bushel cartons,11.7
10,296,PHILADELPHIA,PIE TYPE,1 1/9 bushel cartons,10.799999999999999
10,303,PHILADELPHIA,PIE TYPE,1 1/9 bushel cartons,10.799999999999999
8,238,PHILADELPHIA,PIE TYPE,1 1/9 bushel cartons,17.099999999999998
9,259,PHILADELPHIA,PIE TYPE,1 1/9 bushel cartons,16.2
9,266,PHILADELPHIA,PIE TYPE,1 1/9 bushel cartons,18.0
9,268,PHILADELPHIA,MINIATURE,1/2 bushel cartons,35.0
10,275,PHILADELPHIA,MINIATURE,1/2 bushel cartons,36.0
10,275,PHILADELPHIA,MINIATURE,1/2 bushel cartons,35.0
10,282,PHILADELPHIA,MINIATURE,1/2 bushel cartons,30.0
10,289,PHILADELPHIA,MINIATURE,1/2 bushel cartons,33.0
10,296,PHILADELPHIA,MINIATURE,1/2 bushel cartons,34.0
10,303,PHILADELPHIA,MINIATURE,1/2 bushel cartons,34.0
11,310,PHILADELPHIA,MINIATURE,1/2 bushel cartons,34.0
8,238,PHILADELPHIA,MINIATURE,1/2 bushel cartons,38.0
9,259,PHILADELPHIA,MINIATURE,1/2 bushel cartons,32.0
9,266,PHILADELPHIA,MINIATURE,1/2 bushel cartons,31.0
9,273,PHILADELPHIA,MINIATURE,1/2 bushel cartons,33.0
9,270,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,270,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,270,ST. LOUIS,MINIATURE,1/2 bushel cartons,31.5
9,270,ST. LOUIS,MINIATURE,1/2 bushel cartons,25.0
9,271,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,271,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
9,271,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.75
9,271,ST. LOUIS,MINIATURE,1/2 bushel cartons,27.5
9,272,ST. LOUIS,MINIATURE,1/2 bushel cartons,30.0
